inchi	names	iupac_name	smiles	cid	record_ids	logBB	logBB_group	BBB+/BBB-	BBB+/BBB-_group	split
InChI=1S/C24H34O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(12-20(27)24(16,17)3)23(2)9-8-15(25)10-14(23)11-19(22)26/h13-14,16-18,22H,4-12H2,1-3H3,(H,28,29)/t13-,14+,16-,17+,18+,22+,23+,24-/m1/s1	Dehydrocholic Acid	(4R)-4-[(5S,8R,9S,10S,13R,14S,17R)-10,13-dimethyl-3,7,12-trioxo-1,2,4,5,6,8,9,11,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-17-yl]pentanoic acid	C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC(=O)[C@]12C	6674.0	R51_doninger_2002:34			BBB-	C	training
InChI=1S/C24H35FO6/c1-20(2)30-19-10-16-15-6-5-13-9-14(27)7-8-21(13,3)23(15,25)17(28)11-22(16,4)24(19,31-20)18(29)12-26/h13,15-17,19,26,28H,5-12H2,1-4H3/t13-,15-,16-,17-,19+,21-,22-,23-,24+/m0/s1	Drocinonide	(1S,2S,4R,8S,9S,11S,12R,13S,18S)-12-fluoro-11-hydroxy-8-(2-hydroxyacetyl)-6,6,9,13-tetramethyl-5,7-dioxapentacyclo[10.8.0.02,9.04,8.013,18]icosan-16-one	CC1(C)O[C@@H]2C[C@H]3[C@@H]4CC[C@H]5CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1	20055479.0	R6_adenot_2004:833			BBB+	C	training
InChI=1S/C24H35N5O5/c1-2-34-20(30)15-26-21(17-6-4-3-5-7-17)24(32)29-13-12-19(29)23(31)27-14-16-8-10-18(11-9-16)22(25)28-33/h8-11,17,19,21,26,33H,2-7,12-15H2,1H3,(H2,25,28)(H,27,31)/t19-,21+/m0/s1	Ximelagatran|Ethyl 2-[[(1R)-1-Cyclohexyl-2-[(2S)-2-[[4-(N'-Hydroxycarbamimidoyl)Phenyl]Methylcarbamoyl]Azetidin-1-Yl]-2-Oxoethyl]Amino]Acetate	ethyl 2-[[(1R)-1-cyclohexyl-2-[(2S)-2-[[4-(N'-hydroxycarbamimidoyl)phenyl]methylcarbamoyl]azetidin-1-yl]-2-oxoethyl]amino]acetate	CCOC(=O)CN[C@@H](C(=O)N1CC[C@H]1C(=O)NCc1ccc(C(N)=NO)cc1)C1CCCCC1	656635.0	R23_gupta_2019:1034			BBB-	C	training
InChI=1S/C24H36N6O2/c1-26-22(31)20-21(27-15-17-4-10-24(11-5-17)8-3-9-24)28-19(14-25)29-23(20)32-16-18-6-12-30(2)13-7-18/h17-18H,3-13,15-16H2,1-2H3,(H,26,31)(H,27,28,29)	Irie-10B|2-Cyano-N-Methyl-4-((1-Methylpiperidin-4-Yl)Methoxy)-6-(Spiro[3.5]Nonan-7-Ylmethylamino)Pyrimidine-5-Carboxamide	2-cyano-N-methyl-4-[(1-methylpiperidin-4-yl)methoxy]-6-(spiro[3.5]nonan-7-ylmethylamino)pyrimidine-5-carboxamide	CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OCC1CCN(C)CC1	44579121.0	R26_chico_2009:222	0.37	A	BBB+	A	training
InChI=1S/C24H36O3/c1-6-7-8-9-12-23(2,3)16-13-20(26)22-18-15-17(25)10-11-19(18)24(4,5)27-21(22)14-16/h13-14,18-19,26H,6-12,15H2,1-5H3/t18-,19-/m1/s1	Nabilone	(6aR,10aR)-1-hydroxy-6,6-dimethyl-3-(2-methyloctan-2-yl)-7,8,10,10a-tetrahydro-6aH-benzo[c]chromen-9-one	CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(=O)C[C@@H]21	5284592.0	R6_adenot_2004:1492|R14_ghose_2012:159|R23_gupta_2019:157			BBB+	C	test
InChI=1S/C24H36O5/c1-5-15(3)24(27)29-21-11-14(2)10-17-7-6-16(4)20(23(17)21)9-8-19-12-18(25)13-22(26)28-19/h6-7,10,14-16,18-21,23,25H,5,8-9,11-13H2,1-4H3/t14-,15-,16-,18+,19+,20-,21-,23-/m0/s1	Lovastatin	[(1S,3R,7S,8S,8aR)-8-[2-[(2R,4R)-4-hydroxy-6-oxooxan-2-yl]ethyl]-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl] (2S)-2-methylbutanoate	CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21	53232.0	R6_adenot_2004:45|R6_adenot_2004:1404|R14_ghose_2012:662|R25_brito_sanchez_2015:474|R26_chico_2009:250	0.39	C	BBB+	A	training
InChI=1S/C24H40N8O4/c33-15-11-31(12-16-34)23-26-20-19(21(27-23)29-7-3-1-4-8-29)25-24(32(13-17-35)14-18-36)28-22(20)30-9-5-2-6-10-30/h33-36H,1-18H2	Dipyridamole	2-[[2-[bis(2-hydroxyethyl)amino]-4,8-di(piperidin-1-yl)pyrimido[5,4-d]pyrimidin-6-yl]-(2-hydroxyethyl)amino]ethanol	OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1	3108.0	R6_adenot_2004:20|R14_ghose_2012:504|R23_gupta_2019:532|R25_brito_sanchez_2015:498|R34_broccatelli_2012:119	0.0	A	BBB+	A	training
InChI=1S/C24H40O4/c1-14(4-7-21(27)28)17-5-6-18-22-19(9-11-24(17,18)3)23(2)10-8-16(25)12-15(23)13-20(22)26/h14-20,22,25-26H,4-13H2,1-3H3,(H,27,28)/t14-,15+,16-,17-,18+,19+,20+,22+,23+,24-/m1/s1	Ursodiol	(4R)-4-[(3R,5S,7S,8R,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanoic acid	C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	31401.0	R14_ghose_2012:926			BBB-	C	training
InChI=1S/C25H20N4O/c1-29-16-23(18-12-14-26-15-13-18)25(28-29)20-7-10-22(11-8-20)30-17-21-9-6-19-4-2-3-5-24(19)27-21/h2-16H,17H2,1H3	Pf-02545920|Mardepodect	2-[[4-(1-methyl-4-pyridin-4-ylpyrazol-3-yl)phenoxy]methyl]quinoline	Cn1cc(-c2ccncc2)c(-c2ccc(OCc3ccc4ccccc4n3)cc2)n1	11581936.0	R47_radchenko_2020:513	-0.06	A	BBB+	A	training
InChI=1S/C25H22BrF3N4O4S/c1-2-19-31-21(14-8-9-14)22(24(30)34)33(19)12-13-7-10-18-16(11-13)20(26)23(37-18)15-5-3-4-6-17(15)32-38(35,36)25(27,28)29/h3-7,10-11,14,32H,2,8-9,12H2,1H3,(H2,30,34)	Saprisartan	3-[[3-bromo-2-[2-(trifluoromethylsulfonylamino)phenyl]-1-benzofuran-5-yl]methyl]-5-cyclopropyl-2-ethylimidazole-4-carboxamide	CCc1nc(C2CC2)c(C(N)=O)n1Cc1ccc2oc(-c3ccccc3NS(=O)(=O)C(F)(F)F)c(Br)c2c1	60921.0	R23_gupta_2019:900			BBB-	C	training
InChI=1S/C25H22ClF3N6O3/c1-13-8-9-35(34-13)20-11-16(26)6-7-17(20)22(25(27,28)29)38-21-12-19(32-24(31)33-21)15-4-2-14(3-5-15)10-18(30)23(36)37/h2-9,11-12,18,22H,10,30H2,1H3,(H,36,37)(H2,31,32,33)/t18-,22+/m0/s1	Telotristat	(2S)-2-amino-3-[4-[2-amino-6-[(1R)-1-[4-chloro-2-(3-methylpyrazol-1-yl)phenyl]-2,2,2-trifluoroethoxy]pyrimidin-4-yl]phenyl]propanoic acid	Cc1ccn(-c2cc(Cl)ccc2[C@@H](Oc2cc(-c3ccc(C[C@H](N)C(=O)O)cc3)nc(N)n2)C(F)(F)F)n1	25025298.0	R23_gupta_2019:961			BBB-	C	training
InChI=1S/C25H22N2O2/c1-2-20(17-11-5-3-6-12-17)27-25(29)22-19-15-9-10-16-21(19)26-23(24(22)28)18-13-7-4-8-14-18/h3-16,20,28H,2H2,1H3,(H,27,29)/t20-/m0/s1	Skb_A|Talnetant	3-hydroxy-2-phenyl-N-[(1S)-1-phenylpropyl]quinoline-4-carboxamide	CC[C@H](NC(=O)c1c(O)c(-c2ccccc2)nc2ccccc12)c1ccccc1	5311424.0	R28_li_2005:402			BBB+	C	training
InChI=1S/C25H22N4O4/c1-14-10-11-19(12-15(14)2)29-24(31)22(16(3)28-29)27-26-21-9-5-8-20(23(21)30)17-6-4-7-18(13-17)25(32)33/h4-13,28,30H,1-3H3,(H,32,33)/b27-26+	Eltrombopag	3-[3-[[2-(3,4-dimethylphenyl)-5-methyl-3-oxo-1H-pyrazol-4-yl]diazenyl]-2-hydroxyphenyl]benzoic acid	Cc1ccc(-n2[nH]c(C)c(/N=N/c3cccc(-c4cccc(C(=O)O)c4)c3O)c2=O)cc1C	135449332.0	R23_gupta_2019:553			BBB-	C	training
InChI=1S/C25H23ClN4O4/c26-20-7-5-16-6-8-21(28-23(16)27-20)30-19(17-3-1-2-4-18(17)24(30)32)15-22(31)29-11-9-25(10-12-29)33-13-14-34-25/h1-8,19H,9-15H2	Pazinaclone	2-(7-chloro-1,8-naphthyridin-2-yl)-3-[2-(1,4-dioxa-8-azaspiro[4.5]decan-8-yl)-2-oxoethyl]-3H-isoindol-1-one	O=C(CC1c2ccccc2C(=O)N1c1ccc2ccc(Cl)nc2n1)N1CCC2(CC1)OCCO2	59743.0	R6_adenot_2004:1452			BBB+	C	training
InChI=1S/C25H23N5O6S/c1-25(2)19(24(35)36)30-22(34)17(23(30)37-25)29-21(33)15(12-7-4-3-5-8-12)28-20(32)13-11-27-14-9-6-10-26-16(14)18(13)31/h3-11,15,17,19,23H,1-2H3,(H,27,31)(H,28,32)(H,29,33)(H,35,36)/t15-,17-,19+,23-/m1/s1	Apalcillin	(2S,5R,6R)-3,3-dimethyl-7-oxo-6-[[(2R)-2-[(4-oxo-1H-1,5-naphthyridine-3-carbonyl)amino]-2-phenylacetyl]amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid	CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)c3c[nH]c4cccnc4c3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O	6602341.0	R6_adenot_2004:139			BBB-	C	training
InChI=1S/C25H23N5OS/c1-3-17-7-9-19(10-8-17)30-16-28-22-21-20(11-14-27-24(21)32-23(22)25(30)31)29(2)15-12-18-6-4-5-13-26-18/h4-11,13-14,16H,3,12,15H2,1-2H3	5-(4-Ethylphenyl)-13-[Methyl(2-Pyridin-2-Ylethyl)Amino]-8-Thia-3,5,10-Triazatricyclo[7.4.0.02,7]Trideca-1(13),2(7),3,9,11-Pentaen-6-One	5-(4-ethylphenyl)-13-[methyl(2-pyridin-2-ylethyl)amino]-8-thia-3,5,10-triazatricyclo[7.4.0.02,7]trideca-1(13),2(7),3,9,11-pentaen-6-one	CCc1ccc(-n2cnc3c(sc4nccc(N(C)CCc5ccccn5)c43)c2=O)cc1	44416780.0	R46_mendoza_valencia_2017:396	-0.8	A	BBB+	A	training
InChI=1S/C25H24ClN3O3S/c1-31-22-14-19(8-9-21(22)32-13-12-28-10-2-3-11-28)29-16-27-20-15-23(33-24(20)25(29)30)17-4-6-18(26)7-5-17/h4-9,14-16H,2-3,10-13H2,1H3	Mchr Antagonist 7C|Thieno[3,2-D]Pyrimidin-4(3H)-One, 6-(4-Chlorophenyl)-3-[3-Methoxy-4-[2-(1-Pyrrolidinyl)Ethoxy]Phenyl]-	6-(4-chlorophenyl)-3-[3-methoxy-4-(2-pyrrolidin-1-ylethoxy)phenyl]thieno[3,2-d]pyrimidin-4-one	COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OCCN1CCCC1	9826520.0	R25_brito_sanchez_2015:578|R46_mendoza_valencia_2017:483	0.78	B	BBB+	A	test
InChI=1S/C25H24N8O7S2/c1-11-7-16(35)15(8-26-11)20(36)27-17(12-3-5-14(34)6-4-12)21(37)28-18-22(38)33-19(24(39)40)13(9-41-23(18)33)10-42-25-29-30-31-32(25)2/h3-8,17-18,23,34H,9-10H2,1-2H3,(H,26,35)(H,27,36)(H,28,37)(H,39,40)/t17-,18-,23-/m1/s1	Cefpiramide	(6R,7R)-7-[[(2R)-2-(4-hydroxyphenyl)-2-[(6-methyl-4-oxo-1H-pyridine-3-carbonyl)amino]acetyl]amino]-3-[(1-methyltetrazol-5-yl)sulfanylmethyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	Cc1cc(=O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)c[nH]1	636405.0	R6_adenot_2004:188			BBB-	C	training
InChI=1S/C25H25N5O4/c1-34-19-11-9-18(10-12-19)30-23-20(22(27-30)24(26)32)13-15-29(25(23)33)17-7-5-16(6-8-17)28-14-3-2-4-21(28)31/h5-12H,2-4,13-15H2,1H3,(H2,26,32)	Apixaban	1-(4-methoxyphenyl)-7-oxo-6-[4-(2-oxopiperidin-1-yl)phenyl]-4,5-dihydropyrazolo[3,4-c]pyridine-3-carboxamide	COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1	10182969.0	R23_gupta_2019:358			BBB-	C	test
InChI=1S/C25H25NO9/c1-10(27)25(26)7-13-18(16(8-25)35-17-6-14(28)15(29)9-34-17)24(33)20-19(23(13)32)21(30)11-4-2-3-5-12(11)22(20)31/h2-5,14-17,28-29,32-33H,6-9,26H2,1H3/t14-,15+,16-,17-,25-/m0/s1	Amrubicin	(7S,9S)-9-acetyl-9-amino-7-[(2S,4S,5R)-4,5-dihydroxyoxan-2-yl]oxy-6,11-dihydroxy-8,10-dihydro-7H-tetracene-5,12-dione	CC(=O)[C@]1(N)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](O)[C@H](O)CO2)C1)C(=O)c1ccccc1C3=O	3035016.0	R6_adenot_2004:322|R23_gupta_2019:351			BBB-	C	training
InChI=1S/C25H26N2O/c26-16-19-9-10-25-23(15-19)21-12-14-27(17-18-5-1-2-6-18)13-11-20(21)22-7-3-4-8-24(22)28-25/h3-4,7-10,15,18H,1-2,5-6,11-14,17H2	Savoxepin	18-(cyclopentylmethyl)-8-oxa-18-azatetracyclo[13.5.0.02,7.09,14]icosa-1(15),2(7),3,5,9,11,13-heptaene-4-carbonitrile	N#Cc1ccc2c(c1)C1=C(CCN(CC3CCCC3)CC1)c1ccccc1O2	54359.0	R6_adenot_2004:1134			BBB+	C	training
InChI=1S/C25H27Cl2N5O4S2/c1-13(2)37-38-22(14(3)32(12-33)11-16-10-29-15(4)30-24(16)28)5-6-36-25(35)20-9-21(34)23-18(27)7-17(26)8-19(23)31-20/h7-10,12-13H,5-6,11H2,1-4H3,(H,31,34)(H2,28,29,30)/b22-14-	Tipr-Dcka		C/C(=C(\CCOC(=O)c1cc(=O)c2c(Cl)cc(Cl)cc2[nH]1)SSC(C)C)N(C=O)Cc1cnc(C)nc1N		R25_brito_sanchez_2015:456|R46_mendoza_valencia_2017:381	-0.57	B	BBB+	A	test
InChI=1S/C25H27ClN2/c1-20-6-5-7-21(18-20)19-27-14-16-28(17-15-27)25(22-8-3-2-4-9-22)23-10-12-24(26)13-11-23/h2-13,18,25H,14-17,19H2,1H3	Meclizine/Meclozine|Meclizine	1-[(4-chlorophenyl)-phenylmethyl]-4-[(3-methylphenyl)methyl]piperazine	Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1	4034.0	R14_ghose_2012:133|R23_gupta_2019:132			BBB+	C	test
InChI=1S/C25H27FN4O2/c1-32-23-7-3-2-6-22(23)29-17-14-28(15-18-29)16-19-30(24-8-4-5-13-27-24)25(31)20-9-11-21(26)12-10-20/h2-13H,14-19H2,1H3	Mppf|4-Fluoro-N-[2-[4-(2-Methoxyphenyl)Piperazin-1-Yl]Ethyl]-N-Pyridin-2-Ylbenzamide	4-fluoro-N-[2-[4-(2-methoxyphenyl)piperazin-1-yl]ethyl]-N-pyridin-2-ylbenzamide	COc1ccccc1N1CCN(CCN(C(=O)c2ccc(F)cc2)c2ccccn2)CC1	6603915.0	R25_brito_sanchez_2015:451|R46_mendoza_valencia_2017:377	0.09	B	BBB+	A	training
InChI=1S/C25H27N9O8S2/c1-3-32-8-9-33(21(39)20(32)38)24(42)27-15(12-4-6-14(35)7-5-12)18(36)26-16-19(37)34-17(23(40)41)13(10-43-22(16)34)11-44-25-28-29-30-31(25)2/h4-7,15-16,22,35H,3,8-11H2,1-2H3,(H,26,36)(H,27,42)(H,40,41)/t15-,16-,22-/m1/s1	Cefoperazone	(6R,7R)-7-[[(2R)-2-[(4-ethyl-2,3-dioxopiperazine-1-carbonyl)amino]-2-(4-hydroxyphenyl)acetyl]amino]-3-[(1-methyltetrazol-5-yl)sulfanylmethyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O	44187.0	R6_adenot_2004:180|R23_gupta_2019:427			BBB-	C	training
InChI=1S/C25H27NO/c1-26(19-11-14-22-12-5-2-6-13-22)20-21-27-25(23-15-7-3-8-16-23)24-17-9-4-10-18-24/h2-18,25H,19-21H2,1H3/b14-11+	Cinfenine	(E)-N-(2-benzhydryloxyethyl)-N-methyl-3-phenylprop-2-en-1-amine	CN(C/C=C/c1ccccc1)CCOC(c1ccccc1)c1ccccc1	6443800.0	R6_adenot_2004:510			BBB+	C	training
InChI=1S/C25H28N2O2/c28-23-13-16-25(24(29)26-23,21-11-5-2-6-12-21)22-14-18-27(19-15-22)17-7-10-20-8-3-1-4-9-20/h1-12,22H,13-19H2,(H,26,28,29)/b10-7+	Cinperene	3-phenyl-3-[1-[(E)-3-phenylprop-2-enyl]piperidin-4-yl]piperidine-2,6-dione	O=C1CCC(c2ccccc2)(C2CCN(C/C=C/c3ccccc3)CC2)C(=O)N1	6433620.0	R6_adenot_2004:1431			BBB+	C	training
InChI=1S/C25H28N4O/c1-28-13-15-29(16-14-28)18-19-7-9-21(10-8-19)25(30)27-24-17-22(11-12-23(24)26)20-5-3-2-4-6-20/h2-12,17H,13-16,18,26H2,1H3,(H,27,30)	16	N-(2-amino-5-phenylphenyl)-4-[(4-methylpiperazin-1-yl)methyl]benzamide	CN1CCN(Cc2ccc(C(=O)Nc3cc(-c4ccccc4)ccc3N)cc2)CC1	76511930.0	R47_radchenko_2020:520	0.56	A	BBB+	A	training
InChI=1S/C25H28N4O2S/c1-29(2)16-22-9-10-23(31-22)17-32-12-11-26-25-27-15-21(24(30)28-25)14-18-7-8-19-5-3-4-6-20(19)13-18/h3-10,13,15H,11-12,14,16-17H2,1-2H3,(H2,26,27,28,30)	145459-26-3|Skf93319|B-040, Skf-93619|4|Skf-93619|24|2-[2-[[5-[(Dimethylamino)Methyl]Furan-2-Yl]Methylsulfanyl]Ethylamino]-5-(Naphthalen-2-Ylmethyl)-1H-Pyrimidin-6-One	2-[2-[[5-[(dimethylamino)methyl]furan-2-yl]methylsulfanyl]ethylamino]-5-(naphthalen-2-ylmethyl)-1H-pyrimidin-6-one	CN(C)Cc1ccc(CSCCNc2ncc(Cc3ccc4ccccc4c3)c(=O)[nH]2)o1	14022522.0	R4_mente_2005:138|R25_brito_sanchez_2015:3|R26_chico_2009:44|R28_li_2005:167|R40_vilar_2010:257|R46_mendoza_valencia_2017:3|R48_hou_2003:42|R49_norinder_2002:4|R49_norinder_2002:165|R52_liu_2001:4	-1.3	B	BBB-	A	training
InChI=1S/C25H28N6O/c1-2-3-10-22-26-25(15-6-7-16-25)24(32)31(22)17-18-11-13-19(14-12-18)20-8-4-5-9-21(20)23-27-29-30-28-23/h4-5,8-9,11-14H,2-3,6-7,10,15-17H2,1H3,(H,27,28,29,30)	Irbesartan	2-butyl-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]-1,3-diazaspiro[4.4]non-1-en-4-one	CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1	3749.0	R14_ghose_2012:628|R23_gupta_2019:683			BBB-	C	training
InChI=1S/C25H28N6O7S3/c1-12-15(41-10-27-12)7-6-13-8-39-21-17(29-19(32)16(30-36-5)14-9-40-24(26)28-14)20(33)31(21)18(13)22(34)37-11-38-23(35)25(2,3)4/h6-7,9-10,17,21H,8,11H2,1-5H3,(H2,26,28)(H,29,32)/b7-6-,30-16-/t17-,21-/m1/s1	Cefditoren Pivoxil|Cefditorin Pivoxil	2,2-dimethylpropanoyloxymethyl (6R,7R)-7-[[(2E)-2-(2-amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-3-[(Z)-2-(4-methyl-1,3-thiazol-5-yl)ethenyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate	CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(/C=C\c3scnc3C)CS[C@H]12)c1csc(N)n1	6917926.0	R14_ghose_2012:430|R23_gupta_2019:422			BBB-	C	training
InChI=1S/C25H28N8O2/c1-4-5-13-32-21-22(29-24(32)31-12-8-9-17(26)14-31)30(3)25(35)33(23(21)34)15-20-27-16(2)18-10-6-7-11-19(18)28-20/h6-7,10-11,17H,8-9,12-15,26H2,1-3H3/t17-/m1/s1	Linagliptin	8-[(3R)-3-aminopiperidin-1-yl]-7-but-2-ynyl-3-methyl-1-[(4-methylquinazolin-2-yl)methyl]purine-2,6-dione	CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C	10096344.0	R23_gupta_2019:710			BBB-	C	test
InChI=1S/C25H29BrF2O7/c1-12(29)34-11-21(33)24(35-13(2)30)6-5-14-15-7-18(27)16-8-19(31)17(26)9-23(16,4)25(15,28)20(32)10-22(14,24)3/h8-9,14-15,18,20,32H,5-7,10-11H2,1-4H3/t14-,15-,18+,20-,22-,23-,24-,25-/m0/s1	Halopredone-Acetate|Halopredone Acetate	[2-[(6R,8S,9R,10S,11S,13S,14S,17R)-17-acetyloxy-2-bromo-6,9-difluoro-11-hydroxy-10,13-dimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl]-2-oxoethyl] acetate	CC(=O)OCC(=O)[C@@]1(OC(C)=O)CC[C@H]2[C@@H]3C[C@@H](F)C4=CC(=O)C(Br)=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C	91667.0	R6_adenot_2004:865			BBB+	C	training
InChI=1S/C25H29BrFN3O2/c1-2-29-18-30(22-11-7-20(26)8-12-22)25(24(29)32)13-16-28(17-14-25)15-3-4-23(31)19-5-9-21(27)10-6-19/h5-12H,2-4,13-18H2,1H3	Besp|1-(4-Bromophenyl)-3-Ethyl-8-[4-(4-Fluorophenyl)-4-Oxobutyl]-1,3,8-Triazaspiro[4.5]Decan-4-One	1-(4-bromophenyl)-3-ethyl-8-[4-(4-fluorophenyl)-4-oxobutyl]-1,3,8-triazaspiro[4.5]decan-4-one	CCN1CN(c2ccc(Br)cc2)C2(CCN(CCCC(=O)c3ccc(F)cc3)CC2)C1=O	13497179.0	R3_abraham_2006:131|R25_brito_sanchez_2015:158|R40_vilar_2010:50|R41_toropov_2017:124|R47_radchenko_2020:111	-0.43	B	BBB+	A	training
InChI=1S/C25H29F2N3O3/c1-18-4-2-11-28(18)12-3-15-33-21-8-6-20(7-9-21)30-14-13-29(17-24(30)31)25(32)22-10-5-19(26)16-23(22)27/h5-10,16,18H,2-4,11-15,17H2,1H3/t18-/m1/s1	Proc-22I|(R)-4-(2,4-Difluorobenzoyl)-1-(4-(3-(2-Methylpyrrolidin-1-Yl)Propoxy)Phenyl)Piperazin-2-One Formic Acid	4-(2,4-difluorobenzoyl)-1-[4-[3-[(2R)-2-methylpyrrolidin-1-yl]propoxy]phenyl]piperazin-2-one	C[C@@H]1CCCN1CCCOc1ccc(N2CCN(C(=O)c3ccc(F)cc3F)CC2=O)cc1	12001199.0	R26_chico_2009:323	-0.6	A	BBB+	A	training
InChI=1S/C25H29FN2O2/c1-17-25(22-10-9-21(30-2)16-23(22)27-17)19-11-14-28(15-12-19)13-3-4-24(29)18-5-7-20(26)8-6-18/h5-10,16,19,27H,3-4,11-15H2,1-2H3	Mindoperone	1-(4-fluorophenyl)-4-[4-(6-methoxy-2-methyl-1H-indol-3-yl)piperidin-1-yl]butan-1-one	COc1ccc2c(C3CCN(CCCC(=O)c4ccc(F)cc4)CC3)c(C)[nH]c2c1	172296.0	R6_adenot_2004:1184			BBB+	C	training
InChI=1S/C25H29I2NO3/c1-4-7-11-22-23(18-10-8-9-12-21(18)31-22)24(29)17-15-19(26)25(20(27)16-17)30-14-13-28(5-2)6-3/h8-10,12,15-16H,4-7,11,13-14H2,1-3H3	Amiodarone|Amiodarone Hydrochloride	(2-butyl-1-benzofuran-3-yl)-[4-[2-(diethylamino)ethoxy]-3,5-diiodophenyl]methanone	CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1	2157.0	R6_adenot_2004:5|R7_andres_2006:8|R14_ghose_2012:346|R23_gupta_2019:346|R26_chico_2009:29|R29_subramanian_2003:7|R51_doninger_2002:7	-1.08	A	BBB-	A	training
InChI=1S/C25H30ClN3O3S/c26-20-3-1-5-23(17-20)32-22-10-15-28(16-11-22)14-9-21-4-2-13-29(21)33(30,31)24-7-6-19-8-12-27-25(19)18-24/h1,3,5-8,12,17-18,21-22,27H,2,4,9-11,13-16H2			O=S(=O)(c1ccc2cc[nH]c2c1)N1CCCC1CCN1CCC(Oc2cccc(Cl)c2)CC1		R46_mendoza_valencia_2017:352	-0.04	A	BBB+	A	training
InChI=1S/C25H30ClN3O3S/c26-20-4-6-22(7-5-20)32-23-11-16-28(17-12-23)15-10-21-2-1-14-29(21)33(30,31)24-8-3-19-9-13-27-25(19)18-24/h3-9,13,18,21,23,27H,1-2,10-12,14-17H2	Sb 656104A|6-[2-[2-[4-(4-Chlorophenoxy)Piperidin-1-Yl]Ethyl]Pyrrolidin-1-Yl]Sulfonyl-1H-Indole	6-[2-[2-[4-(4-chlorophenoxy)piperidin-1-yl]ethyl]pyrrolidin-1-yl]sulfonyl-1H-indole	O=S(=O)(c1ccc2cc[nH]c2c1)N1CCCC1CCN1CCC(Oc2ccc(Cl)cc2)CC1	56947090.0	R26_chico_2009:368	-0.1	A	BBB+	A	training
