inchi_parent,record_id,smiles_resolved,cid,iupac_name,names_resolved,logBB_resolved,logBB_resolution_comment,BBB+/BBB-_resolved,BBB+/BBB-_resolution_comment
"InChI=1S/C4H5BrClF3/c5-3(6)1-2-4(7,8)9/h3H,1-2H2",R25_brito_sanchez_2015:87|R46_mendoza_valencia_2017:85,FC(F)(F)CCC(Cl)Br,,,"4-Bromo-4-Chloro-1,1,1-Trifluoro-Butane",0.35,LogBB group B,BBB+,BBB+/BBB- group A
"InChI=1S/C4H5F3O/c1-2-8-3-4(5,6)7/h2H,1,3H2",R3_abraham_2006:73|R5_guerra_2008:47|R6_adenot_2004:935|R7_andres_2006:72|R12_garg_2006:57|R17_fu_2008:14|R21_muehlbacher_2011:209|R22_clark_1999:14|R25_brito_sanchez_2015:63|R26_chico_2009:191|R28_li_2005:86|R39_shayanfar_2011:47|R40_vilar_2010:362|R41_toropov_2017:68|R44_bujak_2015:31|R46_mendoza_valencia_2017:61|R47_radchenko_2020:55|R48_hou_2003:84|R49_norinder_2002:45|R52_liu_2001:44,C=COCC(F)(F)F,9844.0,"2-ethenoxy-1,1,1-trifluoroethane",Fluroxene|Cf3Ch2Och=Ch2|Fluoromar|Fluoroxene,0.13058823529411764,LogBB group B1,BBB+,BBB+/BBB- group A
"InChI=1S/C4H6/c1-3-4-2/h3-4H,1-2H2",R3_abraham_2006:50|R21_muehlbacher_2011:185|R25_brito_sanchez_2015:48|R40_vilar_2010:316|R41_toropov_2017:45|R46_mendoza_valencia_2017:47|R47_radchenko_2020:33,C=CC=C,7845.0,"buta-1,3-diene","1,3-Butadiene|Divinyl",-0.17,LogBB group B,BBB+,BBB+/BBB- group A
"InChI=1S/C4H6N2/c1-4-2-5-6-3-4/h2-3H,1H3,(H,5,6)",R23_gupta_2019:607,Cc1cn[nH]c1,3406.0,4-methyl-1H-pyrazole,Fomepizole,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C4H6N2S/c1-6-3-2-5-4(6)7/h2-3H,1H3,(H,5,7)",R14_ghose_2012:685|R23_gupta_2019:736,Cn1cc[nH]c1=S,1349907.0,3-methyl-1H-imidazole-2-thione,Methimazole,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C4H6N4O12/c9-5(10)17-1-3(19-7(13)14)4(20-8(15)16)2-18-6(11)12/h3-4H,1-2H2",R14_ghose_2012:533,O=[N+]([O-])OCC(O[N+](=O)[O-])C(CO[N+](=O)[O-])O[N+](=O)[O-],23723.0,"1,3,4-trinitrooxybutan-2-yl nitrate",Erythrityl|Cardilate,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C4H6N4O12/c9-5(10)17-1-3(19-7(13)14)4(20-8(15)16)2-18-6(11)12/h3-4H,1-2H2/t3-,4+",R23_gupta_2019:570,O=[N+]([O-])OC[C@H](O[N+](=O)[O-])[C@@H](CO[N+](=O)[O-])O[N+](=O)[O-],5284553.0,"[(2R,3S)-1,3,4-trinitrooxybutan-2-yl] nitrate",Erythrityl Tetranitrate,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C4H6N4O3S2/c1-2(9)6-3-7-8-4(12-3)13(5,10)11/h1H3,(H2,5,10,11)(H,6,7,9)",R6_adenot_2004:1408|R14_ghose_2012:1|R26_chico_2009:16,CC(=O)Nc1nnc(S(N)(=O)=O)s1,1986.0,"N-(5-sulfamoyl-1,3,4-thiadiazol-2-yl)acetamide",Acetazolamide,-0.52,LogBB group A,BBB+,BBB+/BBB- group A
"InChI=1S/C4H6O/c1-3-5-4-2/h3-4H,1-2H2",R3_abraham_2006:74|R5_guerra_2008:39|R6_adenot_2004:961|R12_garg_2006:75|R25_brito_sanchez_2015:214|R28_li_2005:79|R39_shayanfar_2011:41|R40_vilar_2010:354|R41_toropov_2017:69|R44_bujak_2015:69|R46_mendoza_valencia_2017:198|R47_radchenko_2020:56,C=COC=C,8024.0,ethenoxyethene,Divinyl Ether|Vinyl-Ether|Divinylether|Vinyl Ether,0.098,LogBB group B1,BBB+,BBB+/BBB- group A
"InChI=1S/C4H6O4S2/c5-3(6)1(9)2(10)4(7)8/h1-2,9-10H,(H,5,6)(H,7,8)/t1-,2+",R14_ghose_2012:855,O=C(O)[C@@H](S)[C@@H](S)C(=O)O,2724354.0,"(2S,3R)-2,3-bis(sulfanyl)butanedioic acid",Succimer,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C4H7Cl3N2O2/c1-8-3(11)9-2(10)4(5,6)7/h2,10H,1H3,(H2,8,9,11)",R6_adenot_2004:1333,CNC(=O)NC(O)C(Cl)(Cl)Cl,71808.0,"1-methyl-3-(2,2,2-trichloro-1-hydroxyethyl)urea",Mecloralurea,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C4H7Cl3O/c1-3(2,8)4(5,6)7/h8H,1-2H3",R6_adenot_2004:1328,CC(C)(O)C(Cl)(Cl)Cl,5977.0,"1,1,1-trichloro-2-methylpropan-2-ol",Chlorobutanol,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3",R3_abraham_2006:76|R5_guerra_2008:20|R7_andres_2006:21|R12_garg_2006:50|R17_fu_2008:1|R21_muehlbacher_2011:168|R22_clark_1999:1|R25_brito_sanchez_2015:173|R28_li_2005:71|R39_shayanfar_2011:23|R40_vilar_2010:328|R41_toropov_2017:71|R44_bujak_2015:17|R44_bujak_2015:84|R46_mendoza_valencia_2017:163|R47_radchenko_2020:58|R48_hou_2003:71|R49_norinder_2002:40|R52_liu_2001:31,CCC(C)=O,6569.0,butan-2-one,2-Butanone|Butanone|Methyl Ethyl Ketone,-0.09882352941176471,LogBB group B1,BBB+,BBB+/BBB- group A
"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",R3_abraham_2006:79|R21_muehlbacher_2011:203|R25_brito_sanchez_2015:224|R40_vilar_2010:357|R41_toropov_2017:74|R46_mendoza_valencia_2017:206|R47_radchenko_2020:61,CCOC(C)=O,8857.0,ethyl acetate,Ethyl Acetate,0.0,LogBB group B,BBB+,BBB+/BBB- group A
"InChI=1S/C4H8O3/c5-3-1-2-4(6)7/h5H,1-3H2,(H,6,7)",R23_gupta_2019:105,O=C(O)CCCO,10413.0,4-hydroxybutanoic acid,Gamma Hydroxybutyric Acid|4-Hydroxybutanoic Acid,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C50H60N6O16/c1-47(69)21-11-9-13-27(57)29(21)37(59)31-23(47)17-25-35(53(3)4)39(61)33(43(65)49(25,71)41(31)63)45(67)51-19-55(7)15-16-56(8)20-52-46(68)34-40(62)36(54(5)6)26-18-24-32(42(64)50(26,72)44(34)66)38(60)30-22(48(24,2)70)12-10-14-28(30)58/h9-14,23-26,35-36,57-60,65-66,69-72H,15-20H2,1-8H3,(H,51,67)(H,52,68)/t23-,24-,25-,26-,35-,36-,47+,48+,49-,50-/m0/s1",R6_adenot_2004:308,CN(CCN(C)CNC(=O)C1=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@H]2[C@H](N(C)C)C1=O)CNC(=O)C1=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@H]2[C@H](N(C)C)C1=O,54680278.0,"(4S,4aS,5aS,6S,12aR)-N-[[2-[[[(4S,4aS,5aS,6S,12aR)-4-(dimethylamino)-1,6,10,11,12a-pentahydroxy-6-methyl-3,12-dioxo-4,4a,5,5a-tetrahydrotetracene-2-carbonyl]amino]methyl-methylamino]ethyl-methylamino]methyl]-4-(dimethylamino)-1,6,10,11,12a-pentahydroxy-6-methyl-3,12-dioxo-4,4a,5,5a-tetrahydrotetracene-2-carboxamide",Etamocycline,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C50H68N14O10/c1-3-4-16-35(58-29(2)65)43(67)64-41-25-42(66)54-20-11-10-18-37(49(73)74)60-46(70)39(23-31-26-56-34-17-9-8-15-33(31)34)62-44(68)36(19-12-21-55-50(51)52)59-45(69)38(22-30-13-6-5-7-14-30)61-47(71)40(63-48(41)72)24-32-27-53-28-57-32/h5-9,13-15,17,26-28,35-41,56H,3-4,10-12,16,18-25H2,1-2H3,(H,53,57)(H,54,66)(H,58,65)(H,59,69)(H,60,70)(H,61,71)(H,62,68)(H,63,72)(H,64,67)(H,73,74)(H4,51,52,55)/t35-,36-,37-,38+,39-,40-,41-/m0/s1",R23_gupta_2019:400,CCCC[C@H](NC(C)=O)C(=O)N[C@H]1CC(=O)NCCCC[C@@H](C(=O)O)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2cnc[nH]2)NC1=O,9941379.0,"(3S,6S,9R,12S,15S,23S)-15-[[(2S)-2-acetamidohexanoyl]amino]-9-benzyl-6-[3-(diaminomethylideneamino)propyl]-12-(1H-imidazol-5-ylmethyl)-3-(1H-indol-3-ylmethyl)-2,5,8,11,14,17-hexaoxo-1,4,7,10,13,18-hexazacyclotricosane-23-carboxylic acid",Bremelanotide,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C51H79NO13/c1-30-16-12-11-13-17-31(2)42(61-8)28-38-21-19-36(7)51(60,65-38)48(57)49(58)52-23-15-14-18-39(52)50(59)64-43(33(4)26-37-20-22-40(53)44(27-37)62-9)29-41(54)32(3)25-35(6)46(56)47(63-10)45(55)34(5)24-30/h11-13,16-17,25,30,32-34,36-40,42-44,46-47,53,56,60H,14-15,18-24,26-29H2,1-10H3/b13-11+,16-12-,31-17+,35-25+/t30-,32-,33-,34-,36-,37+,38+,39+,40-,42+,43+,44-,46-,47+,51-/m1/s1",R14_ghose_2012:844|R26_chico_2009:380,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(/C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C\C=C\1C,21944094.0,"(1R,9S,12S,15R,16E,18R,19R,21R,23S,24Z,26E,28E,30S,32S,35R)-1,18-dihydroxy-12-[(2R)-1-[(1S,3R,4R)-4-hydroxy-3-methoxycyclohexyl]propan-2-yl]-19,30-dimethoxy-15,17,21,23,29,35-hexamethyl-11,36-dioxa-4-azatricyclo[30.3.1.04,9]hexatriaconta-16,24,26,28-tetraene-2,3,10,14,20-pentone",Sirolimus|Rapamycin (Sirolimus),,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C52H76O24/c1-18-29(72-34-14-30(43(58)21(4)68-34)73-33-13-28(54)42(57)20(3)67-33)12-26-10-25-11-27(49(66-9)48(63)41(56)19(2)53)50(47(62)39(25)46(61)38(26)40(18)55)76-36-16-31(44(59)23(6)70-36)74-35-15-32(45(60)22(5)69-35)75-37-17-52(8,65)51(64)24(7)71-37/h10,12,19-24,27-28,30-37,41-45,49-51,53-61,64-65H,11,13-17H2,1-9H3",R28_li_2005:222,COC(C(=O)C(O)C(C)O)C1Cc2cc3cc(OC4CC(OC5CC(O)C(O)C(C)O5)C(O)C(C)O4)c(C)c(O)c3c(O)c2C(=O)C1OC1CC(OC2CC(OC3CC(C)(O)C(O)C(C)O3)C(O)C(C)O2)C(O)C(C)O1,230076.0,"2-[4-[4-(4,5-dihydroxy-4,6-dimethyloxan-2-yl)oxy-5-hydroxy-6-methyloxan-2-yl]oxy-5-hydroxy-6-methyloxan-2-yl]oxy-3-(3,4-dihydroxy-1-methoxy-2-oxopentyl)-6-[4-(4,5-dihydroxy-6-methyloxan-2-yl)oxy-5-hydroxy-6-methyloxan-2-yl]oxy-8,9-dihydroxy-7-methyl-3,4-dihydro-2H-anthracen-1-one",Plicamycin|Mithramycin A,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C52H98N16O13/c1-9-29(6)11-10-12-40(71)59-32(13-19-53)47(76)68-42(31(8)70)52(81)64-35(16-22-56)44(73)63-37-18-24-58-51(80)41(30(7)69)67-48(77)36(17-23-57)61-43(72)33(14-20-54)62-49(78)38(25-27(2)3)66-50(79)39(26-28(4)5)65-45(74)34(15-21-55)60-46(37)75/h27-39,41-42,69-70H,9-26,53-57H2,1-8H3,(H,58,80)(H,59,71)(H,60,75)(H,61,72)(H,62,78)(H,63,73)(H,64,81)(H,65,74)(H,66,79)(H,67,77)(H,68,76)",R14_ghose_2012:468,CCC(C)CCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O)C(C)O,45357147.0,"N-[4-amino-1-[[1-[[4-amino-1-oxo-1-[[6,9,18-tris(2-aminoethyl)-3-(1-hydroxyethyl)-12,15-bis(2-methylpropyl)-2,5,8,11,14,17,20-heptaoxo-1,4,7,10,13,16,19-heptazacyclotricos-21-yl]amino]butan-2-yl]amino]-3-hydroxy-1-oxobutan-2-yl]amino]-1-oxobutan-2-yl]-5-methylheptanamide","Colistin Sulfate|N-[4-Amino-1-[[1-[[4-Amino-1-Oxo-1-[[6,9,18-Tris(2-Aminoethyl)-3-(1-Hydroxyethyl)-12,15-Bis(2-Methylpropyl)-2,5,8,11,14,17,20-Heptaoxo-1,4,7,10,13,16,19-Heptazacyclotricos-21-Yl]Amino]Butan-2-Yl]Amino]-3-Hydroxy-1-Oxobutan-2-Yl]Amino]-1-Oxobutan-2-Yl]-5-Methylheptanamide",,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C53H72N2O12/c1-54(22-18-38-32-48(62-7)50(64-9)34-40(38)42(54)28-36-14-16-44(58-3)46(30-36)60-5)24-20-52(56)66-26-12-11-13-27-67-53(57)21-25-55(2)23-19-39-33-49(63-8)51(65-10)35-41(39)43(55)29-37-15-17-45(59-4)47(31-37)61-6/h14-17,30-35,42-43H,11-13,18-29H2,1-10H3/q+2/t42-,43-,54-,55-/m1/s1",R25_brito_sanchez_2015:189,COc1ccc(C[C@@H]2c3cc(OC)c(OC)cc3CC[N@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]2(C)CCc3cc(OC)c(OC)cc3[C@H]2Cc2ccc(OC)c(OC)c2)cc1OC,62887.0,"5-[3-[(1R,2R)-1-[(3,4-dimethoxyphenyl)methyl]-6,7-dimethoxy-2-methyl-3,4-dihydro-1H-isoquinolin-2-ium-2-yl]propanoyloxy]pentyl 3-[(1R,2R)-1-[(3,4-dimethoxyphenyl)methyl]-6,7-dimethoxy-2-methyl-3,4-dihydro-1H-isoquinolin-2-ium-2-yl]propanoate",Cisatracurium  Besylate|Cisatracurium,,No LogBB values above minimum threshold (-9),,No BBB label present
"InChI=1S/C53H83NO14/c1-32-16-12-11-13-17-33(2)44(63-8)30-40-21-19-38(7)53(62,68-40)50(59)51(60)54-23-15-14-18-41(54)52(61)67-45(35(4)28-39-20-22-43(66-25-24-55)46(29-39)64-9)31-42(56)34(3)27-37(6)48(58)49(65-10)47(57)36(5)26-32/h11-13,16-17,27,32,34-36,38-41,43-46,48-49,55,58,62H,14-15,18-26,28-31H2,1-10H3/b13-11+,16-12-,33-17+,37-27+/t32-,34-,35-,36-,38-,39+,40+,41+,43-,44+,45+,46-,48-,49+,53-/m1/s1",R26_chico_2009:183,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(/C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C\C=C\1C,18477728.0,"(1R,9S,12S,15R,16E,18R,19R,21R,23S,24Z,26E,28E,30S,32S,35R)-1,18-dihydroxy-12-[(2R)-1-[(1S,3R,4R)-4-(2-hydroxyethoxy)-3-methoxycyclohexyl]propan-2-yl]-19,30-dimethoxy-15,17,21,23,29,35-hexamethyl-11,36-dioxa-4-azatricyclo[30.3.1.04,9]hexatriaconta-16,24,26,28-tetraene-2,3,10,14,20-pentone","Everolimus, Rad001|Cid 18477728",,No LogBB values,,No BBB label present
"InChI=1S/C54H90N6O18/c1-22(2)34-49(67)73-31(19)43(61)55-38(26(9)10)53(71)77-41(29(15)16)47(65)59-36(24(5)6)51(69)75-33(21)45(63)57-39(27(11)12)54(72)78-42(30(17)18)48(66)60-35(23(3)4)50(68)74-32(20)44(62)56-37(25(7)8)52(70)76-40(28(13)14)46(64)58-34/h22-42H,1-21H3,(H,55,61)(H,56,62)(H,57,63)(H,58,64)(H,59,65)(H,60,66)",R6_adenot_2004:86,CC1OC(=O)C(C(C)C)NC(=O)C(C(C)C)OC(=O)C(C(C)C)NC(=O)C(C)OC(=O)C(C(C)C)NC(=O)C(C(C)C)OC(=O)C(C(C)C)NC(=O)C(C)OC(=O)C(C(C)C)NC(=O)C(C(C)C)OC(=O)C(C(C)C)NC1=O,5649.0,"6,18,30-trimethyl-3,9,12,15,21,24,27,33,36-nona(propan-2-yl)-1,7,13,19,25,31-hexaoxa-4,10,16,22,28,34-hexazacyclohexatriacontane-2,5,8,11,14,17,20,23,26,29,32,35-dodecone",Valinomycin|Valinomicin,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C54H90N6O18/c1-22(2)34-49(67)73-31(19)43(61)55-38(26(9)10)53(71)77-41(29(15)16)47(65)59-36(24(5)6)51(69)75-33(21)45(63)57-39(27(11)12)54(72)78-42(30(17)18)48(66)60-35(23(3)4)50(68)74-32(20)44(62)56-37(25(7)8)52(70)76-40(28(13)14)46(64)58-34/h22-42H,1-21H3,(H,55,61)(H,56,62)(H,57,63)(H,58,64)(H,59,65)(H,60,66)/t31-,32-,33-,34+,35+,36+,37-,38-,39-,40+,41+,42+/m0/s1",R51_doninger_2002:141,CC(C)[C@@H]1NC(=O)[C@H](C)OC(=O)[C@@H](C(C)C)NC(=O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)NC(=O)[C@H](C)OC(=O)[C@@H](C(C)C)NC(=O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)NC(=O)[C@H](C)OC(=O)[C@@H](C(C)C)NC(=O)[C@@H](C(C)C)OC1=O,3000706.0,"(3S,6S,9R,12R,15S,18S,21R,24R,27S,30S,33R,36R)-6,18,30-trimethyl-3,9,12,15,21,24,27,33,36-nona(propan-2-yl)-1,7,13,19,25,31-hexaoxa-4,10,16,22,28,34-hexazacyclohexatriacontane-2,5,8,11,14,17,20,23,26,29,32,35-dodecone",Valinomycin,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C56H78N2O16/c1-57(23-19-37-33-45(65-7)53(69-11)55(71-13)49(37)39(57)27-35-29-41(61-3)51(67-9)42(30-35)62-4)21-15-25-73-47(59)17-18-48(60)74-26-16-22-58(2)24-20-38-34-46(66-8)54(70-12)56(72-14)50(38)40(58)28-36-31-43(63-5)52(68-10)44(32-36)64-6/h29-34,39-40H,15-28H2,1-14H3/q+2",R25_brito_sanchez_2015:218,COc1cc(CC2c3c(cc(OC)c(OC)c3OC)CC[N+]2(C)CCCOC(=O)CCC(=O)OCCC[N+]2(C)CCc3cc(OC)c(OC)c(OC)c3C2Cc2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,60169.0,"bis[3-[6,7,8-trimethoxy-2-methyl-1-[(3,4,5-trimethoxyphenyl)methyl]-3,4-dihydro-1H-isoquinolin-2-ium-2-yl]propyl] butanedioate",Doxacurium,,No LogBB values above minimum threshold (-9),,No BBB label present
"InChI=1S/C56H87NO16/c1-33-17-13-12-14-18-34(2)45(68-9)29-41-22-20-39(7)56(67,73-41)51(63)52(64)57-24-16-15-19-42(57)53(65)71-46(30-43(60)35(3)26-38(6)49(62)50(70-11)48(61)37(5)25-33)36(4)27-40-21-23-44(47(28-40)69-10)72-54(66)55(8,31-58)32-59/h12-14,17-18,26,33,35-37,39-42,44-47,49-50,58-59,62,67H,15-16,19-25,27-32H2,1-11H3/b14-12+,17-13-,34-18+,38-26+/t33-,35-,36-,37-,39-,40+,41+,42+,44-,45+,46+,47-,49-,50+,56-/m1/s1",R26_chico_2009:407,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OC(=O)C(C)(CO)CO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(/C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C\C=C\1C,18293306.0,"[(1R,2R,4S)-4-[(2R)-2-[(1R,9S,12S,15R,16E,18R,19R,21R,23S,24Z,26E,28E,30S,32S,35R)-1,18-dihydroxy-19,30-dimethoxy-15,17,21,23,29,35-hexamethyl-2,3,10,14,20-pentaoxo-11,36-dioxa-4-azatricyclo[30.3.1.04,9]hexatriaconta-16,24,26,28-tetraen-12-yl]propyl]-2-methoxycyclohexyl] 3-hydroxy-2-(hydroxymethyl)-2-methylpropanoate",Temsirolimus|Cid 18293306,,No LogBB values,,No BBB label present
"InChI=1S/C57H65F5N10O8/c1-29(77-3)49(67-56(75)79-5)54(73)70-19-7-9-47(70)52-63-41-25-35(37(59)27-43(41)65-52)45-15-16-46(72(45)34-23-39(61)51(40(62)24-34)69-21-17-32(18-22-69)31-11-13-33(58)14-12-31)36-26-42-44(28-38(36)60)66-53(64-42)48-10-8-20-71(48)55(74)50(30(2)78-4)68-57(76)80-6/h11-14,23-30,32,45-50H,7-10,15-22H2,1-6H3,(H,63,65)(H,64,66)(H,67,75)(H,68,76)/t29-,30-,45-,46-,47+,48+,49+,50+/m1/s1",R23_gupta_2019:835,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc2cc(F)c([C@H]3CC[C@H](c4cc5[nH]c([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)[C@@H](C)OC)nc5cc4F)N3c3cc(F)c(N4CCC(c5ccc(F)cc5)CC4)c(F)c3)cc2[nH]1)[C@@H](C)OC,58031952.0,"methyl N-[(2S,3R)-1-[(2S)-2-[6-[(2R,5R)-1-[3,5-difluoro-4-[4-(4-fluorophenyl)piperidin-1-yl]phenyl]-5-[6-fluoro-2-[(2S)-1-[(2S,3R)-3-methoxy-2-(methoxycarbonylamino)butanoyl]pyrrolidin-2-yl]-3H-benzimidazol-5-yl]pyrrolidin-2-yl]-5-fluoro-1H-benzimidazol-2-yl]pyrrolidin-1-yl]-3-methoxy-1-oxobutan-2-yl]carbamate",Pibrentasvir,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C58H80N2O14/c1-59(25-21-41-35-47(63-3)49(65-5)37-43(41)45(59)29-39-31-51(67-7)57(71-11)52(32-39)68-8)23-17-27-73-55(61)19-15-13-14-16-20-56(62)74-28-18-24-60(2)26-22-42-36-48(64-4)50(66-6)38-44(42)46(60)30-40-33-53(69-9)58(72-12)54(34-40)70-10/h13-14,31-38,45-46H,15-30H2,1-12H3/q+2/b14-13+/t45-,46-,59?,60?/m1/s1",R25_brito_sanchez_2015:304,COc1cc2c(cc1OC)[C@@H](Cc1cc(OC)c(OC)c(OC)c1)[N+](C)(CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]1(C)CCc3cc(OC)c(OC)cc3[C@H]1Cc1cc(OC)c(OC)c(OC)c1)CC2,5281042.0,"bis[3-[(1R)-6,7-dimethoxy-2-methyl-1-[(3,4,5-trimethoxyphenyl)methyl]-3,4-dihydro-1H-isoquinolin-2-ium-2-yl]propyl] (E)-oct-4-enedioate",Mivacurium,,No LogBB values above minimum threshold (-9),,No BBB label present
"InChI=1S/C58H90N12O10/c1-7-42(51(73)62-40(35-71)23-15-27-59)63-55(77)48-25-18-30-70(48)58(80)47(34-39-21-13-10-14-22-39)68-54(76)45(32-37(5)6)66-53(75)44(24-16-28-60)65-52(74)43(8-2)64-56(78)49-26-17-29-69(49)57(79)46(33-38-19-11-9-12-20-38)67-50(72)41(61)31-36(3)4/h9-14,19-22,35-37,40-49H,7-8,15-18,23-34,59-61H2,1-6H3,(H,62,73)(H,63,77)(H,64,78)(H,65,74)(H,66,75)(H,67,72)(H,68,76)/t40-,41-,42-,43-,44-,45-,46+,47+,48-,49-/m0/s1",R6_adenot_2004:82,CC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN)NC(=O)[C@H](CC)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CC(C)C)C(=O)N[C@H](C=O)CCCN,10011466.0,(2S)-N-[(2S)-1-[[(2S)-5-amino-1-[[(2S)-1-[[(2R)-1-[(2S)-2-[[(2S)-1-[[(2S)-5-amino-1-oxopentan-2-yl]amino]-1-oxobutan-2-yl]carbamoyl]pyrrolidin-1-yl]-1-oxo-3-phenylpropan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-1-oxopentan-2-yl]amino]-1-oxobutan-2-yl]-1-[(2R)-2-[[(2S)-2-amino-4-methylpentanoyl]amino]-3-phenylpropanoyl]pyrrolidine-2-carboxamide,Gramicidin-S-3|H-Leu-D-Phe-Pro-Abu-Orn-Leu-D-Phe-Pro-Abu-Orn-Al,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C59H88N2O20/c1-15-17-19-27-39-58(8,9)53(80-56-45(67)50(74-13)49(35(7)76-56)79-57-51(75-14)44(66)48(73-12)34(6)77-57)52(68)59(71,81-39)36(16-2)54(69)60-29-23-22-25-32(4)46(72-11)33(5)47-43(65)42(64)38(78-47)26-21-18-20-24-31(3)41(63)40-37(62)28-30-61(10)55(40)70/h15,17-28,30,33-36,38-39,42-53,56-57,62,64-68,71H,16,29H2,1-14H3,(H,60,69)/b17-15-,20-18+,23-22+,26-21+,27-19+,31-24+,32-25+/t33-,34+,35-,36-,38-,39+,42+,43+,44-,45-,46-,47+,48+,49-,50+,51-,52-,53?,56+,57+,59-/m1/s1",R6_adenot_2004:287,C/C=C\C=C\[C@@H]1O[C@](O)([C@H](CC)C(=O)NC/C=C/C=C(\C)[C@@H](OC)[C@@H](C)[C@@H]2O[C@H](/C=C/C=C/C=C(\C)C(=O)c3c(O)ccn(C)c3=O)[C@H](O)[C@@H]2O)[C@H](O)C(O[C@@H]2O[C@H](C)[C@@H](O[C@@H]3O[C@@H](C)[C@H](OC)[C@@H](O)[C@H]3OC)[C@@H](OC)[C@H]2O)C1(C)C,,,Efrotomycin,,No LogBB values,BBB-,BBB+/BBB- group C
