drugbank_id,chembl_id,name,groups,BBB_class,bbb_prob
DB16446,,Vafidemstat,['investigational'],,
DB16447,CHEMBL1672002,Thymoquinone,['investigational'],,
DB16449,,Tin protoporphyrin IX,['investigational'],,
DB16451,,AT-527,['investigational'],,
DB16452,,MAS825,['investigational'],,
DB16457,,Sarconeos,['investigational'],,
DB16458,,Ezurpimtrostat,['investigational'],,
DB16474,,Pam2csk4,['investigational'],,
DB16476,,Carrimycin,['investigational'],,
DB16481,,Dociparstat sodium,['investigational'],,
DB16495,CHEMBL280065,Oleic monoethanolamide,['investigational'],,
DB16496,,Acetylcysteine zidrimer,['investigational'],,
DB16498,,Vasomera,['investigational'],,
DB16514,,PF-07304814,['investigational'],,
DB16515,,PLN-74809,['investigational'],,
DB16521,,Prolectin-M,['investigational'],,
DB16522,,Sodium copper chlorophyllin,['investigational'],,
DB16525,,Collagen-polyvinylpyrrolidone,['investigational'],,
DB16527,CHEMBL2106245,Ethyl piperidinoacetylaminobenzoate,['experimental'],,
DB16534,,"Potassium phosphate, dibasic, trihydrate",['experimental'],,
DB16535,,Benzoyloxymethylthiamine,['experimental'],,
DB16536,,Birch bark extract,"['approved', 'experimental']",,
DB16540,,Lactobacillus delbrueckii bulgaricus,"['approved', 'experimental']",,
DB16547,CHEMBL2335230,Furvina,['experimental'],,
DB16552,,Zirconium dioxide,['experimental'],,
DB16553,,Poloxamer 237,['experimental'],,
DB16554,,Metadoxine,['experimental'],,
DB16560,CHEMBL1551365,Ethyl nitrite,['experimental'],,
DB16561,CHEMBL277775,Tetramisole,['experimental'],,
DB16564,,Mucopolysaccharide polysulphate,['experimental'],,
DB16567,CHEMBL1189513,Furaltadone,['experimental'],,
DB16568,,Succinylated gelatin,['experimental'],,
DB16572,,Cadexomer iodine,['experimental'],,
DB16580,,Afimetoran,['investigational'],,
DB16585,,Potassium sodium hydrogen citrate,['experimental'],,
DB16587,,Molybdate Mo-99,['experimental'],,
DB16590,CHEMBL421049,N-Alkyl dimethyl benzyl ammonium chloride (C12-C18),['experimental'],,
DB16602,,Dihydroergotoxine,['experimental'],,
DB16607,CHEMBL69710,Lithium chloride,['experimental'],,
DB16608,CHEMBL1644700,Sodium perchlorate,['experimental'],,
DB16617,,2-(p-Tolyl)ethyl nicotinate,['experimental'],,
DB16619,,Magnesium aspartate hydrochloride,['experimental'],,
DB16620,CHEMBL158990,Methopterin,['investigational'],,
DB16621,CHEMBL3039602,Lactobionic acid,['experimental'],,
DB16622,,Dectaflur,['experimental'],,
DB16623,CHEMBL146408,Amidephrine,['experimental'],,
DB16624,,Thallous chloride Tl-201,['approved'],,
DB16625,,Prasterone enantate,['approved'],,
DB16627,CHEMBL4303060,Melphalan flufenamide,"['approved', 'withdrawn']",,
DB16628,CHEMBL2338675,Fosdenopterin,['approved'],,
DB16629,,Serdexmethylphenidate,['approved'],,
DB16630,,OPB-111077,['investigational'],,
DB16631,CHEMBL1193663,"1,3-Bis((1-methylethyl)amino)propan-2-ol",['experimental'],,
DB16634,,Caprylhydroxamic acid,['experimental'],,
DB16635,CHEMBL510533,Glyceryl laurate,['experimental'],,
DB16637,,KW-2450 free base,['experimental'],,
DB16640,,Almonertinib,['investigational'],,
DB16650,CHEMBL4435170,Deucravacitinib,"['approved', 'investigational']",,
DB16652,,Avotaciclib,['investigational'],,
DB16656,CHEMBL1944698,Zotiraciclib,['investigational'],,
DB16657,CHEMBL4297640,Vecabrutinib,['investigational'],,
DB16660,,Izencitinib,['investigational'],,
DB16683,,Foslevodopa,['investigational'],,
DB16687,CHEMBL3989950,Reltecimod,['investigational'],,
DB16688,CHEMBL4297210,Reproxalap,['investigational'],,
DB16690,CHEMBL4297583,Tegoprazan,['investigational'],,
DB16691,CHEMBL4802135,Nirmatrelvir,"['approved', 'investigational']",,
DB16700,,Runcaciguat,['investigational'],,
DB16702,CHEMBL1475693,Famprofazone,['experimental'],,
DB16703,CHEMBL2005186,Belumosudil,"['approved', 'investigational']",,
DB16704,CHEMBL4298137,Durlobactam,"['approved', 'investigational']",,
DB16707,CHEMBL4650327,Gavorestat,['investigational'],,
DB16731,,Dextilidine,['experimental'],,
DB16733,CHEMBL4650330,Rimtuzalcap,['investigational'],,
DB16734,CHEMBL4650305,STG-001,['investigational'],,
DB16735,CHEMBL4116649,PAT-1251,['investigational'],,
DB16737,,MM3122,['experimental'],,
DB16739,CHEMBL29097,MK-886,['experimental'],,
DB16741,,Bortezomib D-mannitol,['approved'],,
DB16742,,RP-67580,['experimental'],,
DB16743,,Nolpitantium chloride,['experimental'],,
DB16744,,CP-96345,['experimental'],,
DB16745,,PXT 3003,['investigational'],,
DB16750,,THE-630,['investigational'],,
DB16751,,RLY-2608,['investigational'],,
DB16752,,Cipatinib,['investigational'],,
DB16754,CHEMBL397209,TPMPA,['experimental'],,
DB16756,,Ivarmacitinib,"['experimental', 'investigational']",,
DB16758,CHEMBL4448899,BAY-876,['experimental'],,
DB16759,,Fasentin,['experimental'],,
DB16760,CHEMBL485258,Lavendustin b,['experimental'],,
DB16761,CHEMBL3105156,STF-31,['experimental'],,
DB16762,CHEMBL258767,Tyrphostin B44,['experimental'],,
DB16763,CHEMBL261557,Tyrphostin AG 835,['experimental'],,
DB16764,CHEMBL3092944,WZB-117,['experimental'],,
DB16765,,3-O-Methyl-d-glucose,['experimental'],,
DB16766,CHEMBL411729,Cytochalasin B,['experimental'],,
DB16767,CHEMBL379064,Isorhamnetin,['experimental'],,
DB16768,CHEMBL103552,Lavendustin A,['experimental'],,
DB16769,CHEMBL17329,"Methyl 2,5-dihydroxycinnamate",['experimental'],,
DB16770,CHEMBL28626,Morin,['experimental'],,
DB16771,CHEMBL245067,Phlorizin,['experimental'],,
DB16772,CHEMBL312163,Rhamnetin,['experimental'],,
DB16773,CHEMBL53898,Tyrphostin AG 555,['experimental'],,
DB16774,CHEMBL56731,Tyrphostin B48,['experimental'],,
DB16775,CHEMBL440298,Tyrphostin B56,['experimental'],,
DB16776,CHEMBL539947,Tyrphostin AG 879,['experimental'],,
DB16778,,Lutetium Lu-177 vipivotide tetraxetan,['approved'],,
DB16821,CHEMBL3808948,S-49076,['investigational'],,
DB16822,CHEMBL4562140,AZD-5069,['investigational'],,
DB16823,CHEMBL4650443,Vebreltinib,['investigational'],,
DB16824,CHEMBL449782,Cepharanthine,['investigational'],,
DB16825,CHEMBL196945,Itanapraced,['investigational'],,
DB16826,CHEMBL4298138,Repotrectinib,['investigational'],,
DB16827,CHEMBL464988,Triethyl citrate,['investigational'],,
DB16828,CHEMBL1079175,MK-2206,['investigational'],,
DB16829,CHEMBL288040,Abscisic Acid,['investigational'],,
DB16830,CHEMBL1079227,Paeonol,['investigational'],,
DB16831,CHEMBL533841,Cinchonidine,['investigational'],,
DB16832,CHEMBL9298,Fadrozole,['investigational'],,
DB16833,CHEMBL14830,Adenosine disphosphate,['investigational'],,
DB16834,CHEMBL4439259,AZD-7648,['investigational'],,
DB16835,CHEMBL4075348,GLPG-1837,['investigational'],,
DB16836,CHEMBL487417,Vitexin,['investigational'],,
DB16837,CHEMBL1598608,Azasetron,['investigational'],,
DB16838,CHEMBL4227505,BLZ-945,['investigational'],,
DB16839,CHEMBL603717,Raffinose,['investigational'],,
DB16840,CHEMBL2107486,Tebipenem pivoxil,['investigational'],,
DB16841,CHEMBL8030,Tolimidone,['investigational'],,
DB16842,CHEMBL461,Hippuric acid,['investigational'],,
DB16843,CHEMBL3964954,ODM-203,['investigational'],,
DB16844,CHEMBL3545403,BMS-833923,['investigational'],,
DB16845,CHEMBL3908979,Roblitinib,['investigational'],,
DB16846,CHEMBL4303309,Pidnarulex,['investigational'],,
DB16847,CHEMBL1474900,Olprinone,['investigational'],,
DB16848,,ORY-1001,['investigational'],,
DB16849,CHEMBL3979920,Mivavotinib,['investigational'],,
DB16850,CHEMBL273348,Tosufloxacin,['investigational'],,
DB16851,CHEMBL3545213,Bentamapimod,['investigational'],,
DB16852,CHEMBL4483575,Remibrutinib,['investigational'],,
DB16853,CHEMBL428971,Rhodamine B,['investigational'],,
DB16854,CHEMBL448700,Caryophyllene,['investigational'],,
DB16855,CHEMBL53566,Tyrosol,['investigational'],,
DB16856,CHEMBL189362,Furfural,['investigational'],,
DB16857,CHEMBL108030,Undecanoic acid,['investigational'],,
DB16858,CHEMBL22830,Pyrrolidine,['investigational'],,
DB16859,CHEMBL451532,Naringin,['investigational'],,
DB16860,CHEMBL55285,Benzyl isothiocyanate,['experimental'],,
DB16861,CHEMBL28517,Azodicarbonamide,['investigational'],,
DB16862,CHEMBL599552,Indigo,"['experimental', 'investigational']",,
DB16863,CHEMBL146,Butylated hydroxytoluene,['investigational'],,
DB16864,CHEMBL1230222,Chlorocresol,['investigational'],,
DB16865,CHEMBL324842,Rosmarinic acid,['investigational'],,
DB16866,CHEMBL172064,Ethoxyquin,['investigational'],,
DB16867,CHEMBL63558,Maltitol,['investigational'],,
DB16868,CHEMBL176687,Acesulfame,['investigational'],,
DB16869,CHEMBL4303187,Setanaxib,['investigational'],,
DB16870,CHEMBL462653,Isosteviol,['investigational'],,
DB16871,CHEMBL477197,Hematoxylin,['investigational'],,
DB16872,CHEMBL1232545,HEPES,['investigational'],,
DB16873,,L-Arabinose,['investigational'],,
DB16874,CHEMBL3747513,CB-5083,['investigational'],,
DB16875,CHEMBL4071864,GSK-2982772,['investigational'],,
DB16876,CHEMBL4169078,SRA-737,['investigational'],,
DB16877,CHEMBL1566249,Ampiroxicam,['investigational'],,
DB16878,,FDL169,['investigational'],,
DB16879,CHEMBL4303596,AMG-319,['investigational'],,
DB16880,CHEMBL435734,Arctigenin,['investigational'],,
DB16881,CHEMBL2170062,E-52862,['investigational'],,
DB16882,CHEMBL444122,Stevioside,['investigational'],,
DB16883,,JNJ-38877618,['investigational'],,
DB16884,CHEMBL1203,Isonicotinic acid,['investigational'],,
DB16885,CHEMBL312750,Eupatilin,['investigational'],,
DB16886,CHEMBL363535,Tanshinone I,['investigational'],,
DB16887,CHEMBL2106254,Ibuprofen piconol,['investigational'],,
DB16888,,GSK-2881078,['investigational'],,
DB16889,CHEMBL1190262,Olanexidine,['investigational'],,
DB16890,CHEMBL23236,Betulin,['investigational'],,
DB16891,CHEMBL482968,ENMD-981693,['investigational'],,
DB16892,CHEMBL248095,Sinomenine,['investigational'],,
DB16893,,S-38093,['investigational'],,
DB16894,,INCB-054329,['investigational'],,
DB16895,CHEMBL3786182,GSK-2879552,['investigational'],,
DB16896,,Raceanisodamine,['investigational'],,
DB16897,CHEMBL510780,NS-8593,['experimental'],,
DB16898,,NS13001,['experimental'],,
DB16899,,Hydromethylthionine mesylate,['investigational'],,
DB16905,,NBI-98782,"['approved', 'investigational']",,
DB16906,,Bocidelpar,['investigational'],,
DB16907,,"Zoledronate D,L-Lysine Monohydrate","['approved', 'investigational']",,
DB16908,CHEMBL266510,Flindokalner,['investigational'],,
DB16909,CHEMBL4079759,TIK-301,['investigational'],,
DB16911,,AF-710B,['investigational'],,
DB16913,,Ioflupane F-18,['investigational'],,
DB16921,CHEMBL1794791,Oxaloacetic acid,['investigational'],,
DB16927,CHEMBL416288,S-Apomorphine,['investigational'],,
DB16928,CHEMBL1171146,Sarsagenin,['investigational'],,
DB16929,CHEMBL306823,Sodium dichloroacetate,['investigational'],,
DB16930,,Glycerol Tribenzoate,['investigational'],,
DB16931,,ASC-JM-17,['investigational'],,
DB16932,CHEMBL2365743,Icerguastat,['investigational'],,
DB16933,,EHP-102,['investigational'],,
DB16935,CHEMBL224128,20-Hydroxyecdysone,['investigational'],,
DB16936,CHEMBL230963,F-15599,['investigational'],,
DB16937,,Valiloxibic acid,['investigational'],,
DB16938,CHEMBL4072132,D-157495,['investigational'],,
DB16939,CHEMBL3775474,TAK-418 free base,['investigational'],,
DB16940,,NODAGA-THERANOST Ga-68,['investigational'],,
DB16942,CHEMBL118478,Ilepcimide,['investigational'],,
DB16943,CHEMBL3642985,STX-107,['investigational'],,
DB16944,CHEMBL4594418,ARM-210,['investigational'],,
DB16945,CHEMBL1185481,CDD-0102,['investigational'],,
DB16947,,Propofol Hemisuccinate,['experimental'],,
DB16948,,Ganglioside GM1,['investigational'],,
DB16949,,Deulinoleate ethyl,['investigational'],,
DB16950,,BN-82451,"['experimental', 'investigational']",,
DB16951,CHEMBL2206194,NB-124 sulfate,['investigational'],,
DB16953,,NT 13,['experimental'],,
DB16954,CHEMBL419432,Ezeprogind,['investigational'],,
DB16955,CHEMBL3970532,RG-2833,['investigational'],,
DB16956,CHEMBL56021,L-Acetylleucine,['investigational'],,
DB16957,CHEMBL555486,N-T-Butylhydroxylamine,['investigational'],,
DB16958,,IPL-344,['investigational'],,
DB16961,CHEMBL191881,Leupeptin,['investigational'],,
DB16962,CHEMBL4650341,Danavorexton,['investigational'],,
DB16963,,Copper(II) dithiosemicarbazone,"['experimental', 'investigational']",,
DB16964,,HY-111996,['experimental'],,
DB16965,,PBT-434,"['approved', 'investigational']",,
DB16966,,Phosphopantothenic acid,['experimental'],,
DB16967,CHEMBL318859,Enadoline,['investigational'],,
DB16968,CHEMBL395817,SRX-246,['investigational'],,
DB16987,CHEMBL4298172,Soticlestat,['investigational'],,
DB16988,,ASN120290,['investigational'],,
DB16989,,MK-8719,['investigational'],,
DB16995,CHEMBL4747845,NP-51,['investigational'],,
DB17015,CHEMBL196215,MRK-003,['investigational'],,
DB17016,,MK-4541,['investigational'],,
DB17018,CHEMBL4078100,AZD-5153,['investigational'],,
DB17020,CHEMBL480193,PBR-06 F-18,['investigational'],,
DB17021,CHEMBL1957266,JQ1,['investigational'],,
DB17022,CHEMBL281211,Arachidonyltrifluoromethane,['investigational'],,
DB17023,CHEMBL376408,ABT-737,['investigational'],,
DB17024,CHEMBL13045,Chelerythrine,['investigational'],,
DB17025,CHEMBL365739,Diphenyleneiodonium,['investigational'],,
DB17026,CHEMBL123,Ellipticine,['investigational'],,
DB17027,CHEMBL1612198,GBR-12783,['investigational'],,
DB17028,CHEMBL286991,GBR-12879,['investigational'],,
DB17029,CHEMBL302449,Go-6976,['investigational'],,
DB17030,CHEMBL220241,GSK-269962A,['investigational'],,
DB17031,CHEMBL48166,Homidium,['investigational'],,
DB17032,CHEMBL341898,Indatraline,['investigational'],,
DB17033,CHEMBL140979,JTC-801 free base,['investigational'],,
DB17034,CHEMBL356066,Dacinostat,['investigational'],,
DB17035,CHEMBL509860,LY-2183240,['investigational'],,
DB17036,CHEMBL250711,N-oleoyldopamine,['investigational'],,
DB17037,CHEMBL1551597,NNC-55-0396 free base,['investigational'],,
DB17038,CHEMBL337173,NSC-663284,['investigational'],,
DB17039,CHEMBL191334,Nutlin-3,['investigational'],,
DB17040,CHEMBL17331,PD-169316,['investigational'],,
DB17041,CHEMBL106772,PD-173952,['investigational'],,
DB17042,CHEMBL35482,PD-98059,['investigational'],,
DB17043,CHEMBL225519,PHA-767491,['investigational'],,
DB17044,,Phenylmercuric acetate,['investigational'],,
DB17045,CHEMBL279115,Phorbol 12-myristate 13-acetate diester,['investigational'],,
DB17046,CHEMBL573339,PI-103,['investigational'],,
DB17047,CHEMBL393525,PIK-75,['investigational'],,
DB17048,CHEMBL295316,Plumbagin,['investigational'],,
DB17049,CHEMBL54804,Pristimerin,['investigational'],,
DB17050,CHEMBL66114,RS-39604,['investigational'],,
DB17051,CHEMBL304428,SB-218078,['investigational'],,
DB17052,CHEMBL281350,SB 224289,['investigational'],,
DB17053,CHEMBL96051,Scriptaid,['investigational'],,
DB17054,CHEMBL258502,SKF-96365 free base,['investigational'],,
DB17055,CHEMBL560895,SNX-2112,['investigational'],,
DB17056,CHEMBL267930,Spiperone,['investigational'],,
DB17057,CHEMBL257991,SRT-1720,['investigational'],,
DB17058,CHEMBL257167,TPCA-1,['investigational'],,
DB17059,CHEMBL217354,TW-37,['investigational'],,
DB17060,CHEMBL34704,U-0126,['investigational'],,
DB17061,CHEMBL86943,VEGFR 2 Kinase inhibitor I,['investigational'],,
DB17062,CHEMBL2110734,Sepantronium,['investigational'],,
DB17063,CHEMBL1518572,ZK-93423,['investigational'],,
DB17064,CHEMBL596674,ZM-39923,['investigational'],,
DB17065,CHEMBL4594254,Simpinicline,['investigational'],,
DB17066,CHEMBL486208,D-Borneol,['investigational'],,
DB17068,,JZP-386 free base,['investigational'],,
DB17071,CHEMBL4594294,Vocacapsaicin,['investigational'],,
DB17074,CHEMBL3707375,Amiselimod,['experimental'],,
DB17077,CHEMBL4550236,AZD-1940,['investigational'],,
DB17078,,AZD2066,['investigational'],,
DB17079,CHEMBL3732012,GDC-0134,['investigational'],,
DB17080,,KW-6356,['experimental'],,
DB17081,,RO6953958,['investigational'],,
DB17082,,Tinlorafenib,['investigational'],,
DB17083,CHEMBL3668014,Linzagolix,['approved'],,
DB17084,,Gadopiclenol,['approved'],,
DB17085,,KDT-3594,['investigational'],,
DB17087,,JNJ-17216498,['investigational'],,
DB17092,,Norclobazam,['investigational'],,
DB17094,,MK-7288,['investigational'],,
DB17096,,UCB7362,['investigational'],,
DB17097,CHEMBL4279047,Vorasidenib,['investigational'],,
DB17099,,SY-5609,['investigational'],,
DB17100,,NEO-212,['investigational'],,
DB17101,CHEMBL14823,SC 41930,['investigational'],,
DB17102,CHEMBL2107346,Ioflubenzamide I-131,['investigational'],,
DB17103,CHEMBL438956,Solasonine,['investigational'],,
DB17104,CHEMBL4638793,BG-P400-TAT,['investigational'],,
DB17105,,Venadaparib,['investigational'],,
DB17106,,SYD-003,['investigational'],,
DB17108,CHEMBL4647387,(1-Hydroxy-2-oxopiperidin-3-yl)phosphonic acid,['investigational'],,
DB17109,,Tegavivint,['investigational'],,
DB17110,,NRC-AN-019,['investigational'],,
DB17111,CHEMBL2220079,Dimethylaminomicheliolide,['investigational'],,
DB17112,,SM-337,['investigational'],,
DB17113,CHEMBL117348,Folitixorin,['investigational'],,
DB17114,,CT-179,['investigational'],,
DB17115,,AB-8939,['investigational'],,
DB17117,CHEMBL4297641,Seclidemstat,['investigational'],,
DB17118,,Ivaltinostat,['investigational'],,
DB17119,,BDBM249432,['investigational'],,
DB17120,,Imifoplatin,['investigational'],,
DB17121,CHEMBL4650733,IM-156 free base,['investigational'],,
DB17124,,Omburtamab I-131,['investigational'],,
DB17127,CHEMBL4297390,Iopofosine I-124,['investigational'],,
DB17128,CHEMBL4650354,M-(18F)-fluorobenzylguanidine,['investigational'],,
DB17129,CHEMBL4303404,Pelabresib anhydrous,['investigational'],,
DB17131,,JAB-3068,['investigational'],,
DB17133,,ADH-503,['investigational'],,
DB17134,,Methyl bacteriopurpurinimide,['investigational'],,
DB17135,CHEMBL177837,Bromopyruvate,['investigational'],,
DB17136,CHEMBL4171263,MPT-0L055,['investigational'],,
DB17137,,4-Iodophenylalanine I-131,['investigational'],,
DB17138,,"4-(2-(3-Propyl-(1,2,4)oxadiazol-5-yl)-vinyl)-benzene-1,2-diol",['investigational'],,
DB17139,,MB07133,['investigational'],,
DB17140,CHEMBL1908842,JNJ-28312141,['investigational'],,
DB17141,CHEMBL4130229,Vodobatinib,['investigational'],,
DB17142,,LPT-99,['investigational'],,
DB17143,CHEMBL4297261,APTO-253,['investigational'],,
DB17144,,Lansoprazole sulfone,['investigational'],,
DB17145,,IT-139,['investigational'],,
DB17146,CHEMBL573677,Abequolixron,['investigational'],,
DB17147,CHEMBL1770614,Methionine C-11,['investigational'],,
DB17148,,TH-9402 free base,['investigational'],,
DB17149,CHEMBL2110580,Berubicin,['investigational'],,
DB17150,,Ukrain cation,['investigational'],,
DB17151,CHEMBL3278060,"5,6-dihydro-5-azacytidine",['investigational'],,
DB17152,,DRF-1042,['investigational'],,
DB17155,CHEMBL364123,BPR-0L075,['investigational'],,
DB17158,,Satoreotide trizoxetan,['investigational'],,
DB17159,CHEMBL4544478,Denfivontinib,['investigational'],,
DB17160,,Edotreotide yttrium Y-90,['investigational'],,
DB17161,,99mTc-HYNIC (Tyr3)-octreotide,['investigational'],,
DB17163,CHEMBL4802152,Senaparib,['investigational'],,
DB17165,,KT-333,['investigational'],,
DB17166,CHEMBL4446378,Tapotoclax,['investigational'],,
DB17167,,Phenylacetylglutamine,['investigational'],,
DB17168,,TPI-287,['investigational'],,
DB17170,,WSD-0922,['investigational'],,
DB17171,,Ziftomenib,['investigational'],,
DB17174,CHEMBL36016,Diaziquone,['investigational'],,
DB17179,,Olafertinib,['investigational'],,
DB17180,CHEMBL4297299,KX-2361,['investigational'],,
DB17191,CHEMBL3545365,Altiratinib,['investigational'],,
DB17192,,WP-1122,['investigational'],,
DB17193,,Ribavirin elaidate,['investigational'],,
DB17197,CHEMBL2140408,AMG-900,['investigational'],,
DB17198,,ATM-3507,['investigational'],,
DB17199,CHEMBL3297898,AAG-1,['investigational'],,
DB17200,CHEMBL2029422,PF-4136309,['investigational'],,
DB17202,,Apomorphine palmitate,['investigational'],,
DB17219,,Redaporfin,['investigational'],,
DB17223,CHEMBL1975551,Paclitaxel ceribate,['investigational'],,
DB17226,CHEMBL4297599,Aspacytarabine,['investigational'],,
DB17234,CHEMBL4297289,Bomedemstat,['investigational'],,
DB17235,CHEMBL4574601,Linperlisib,['investigational'],,
DB17236,,ONO-7579,['investigational'],,
DB17237,CHEMBL4802136,PHI-101,['investigational'],,
DB17238,,SUN-101,['investigational'],,
DB17240,CHEMBL508651,Avicin D,['investigational'],,
DB17247,CHEMBL25336,Bisantrene,['investigational'],,
DB17248,,Adegramotide,['investigational'],,
DB17249,,Nelatimotide,['experimental'],,
DB17253,,Fimaporfin,['investigational'],,
DB17255,,Etoposide toniribate,['investigational'],,
DB17257,CHEMBL455983,JS-K,['investigational'],,
DB17259,,Butylidenephthalide,['investigational'],,
DB17260,CHEMBL3742465,Minnelide free acid,['investigational'],,
DB17261,CHEMBL4298157,Flubrobenguane F18,['investigational'],,
DB17263,CHEMBL508977,Caflanone,['investigational'],,
DB17264,,TRX-E-002-1,['investigational'],,
DB17269,CHEMBL4784318,Cirtuvivint,['investigational'],,
DB17270,,Ceclazepide,['investigational'],,
DB17273,CHEMBL3334759,Granaticin B,['investigational'],,
DB17277,CHEMBL4297362,CBP-501,['investigational'],,
DB17278,,Lutetium Lu177 Edotreotide,['investigational'],,
DB17283,CHEMBL214321,Chrysoeriol,['investigational'],,
DB17289,,L-arginine,"['approved', 'nutraceutical']",,
DB17297,CHEMBL4762845,Enitociclib,['investigational'],,
DB17298,CHEMBL1206050,Disufenton,['investigational'],,
DB17299,CHEMBL574,p-Toluenesulfonamide,['investigational'],,
DB17300,,Tyroserleutide,['investigational'],,
DB17304,CHEMBL2107741,Doranidazole,['investigational'],,
DB17306,,Metavert,['investigational'],,
DB17307,,IKT-001Pro,['investigational'],,
DB17308,CHEMBL76591,Laurocapram,['approved'],,
DB17309,CHEMBL3740500,Minnelide,['investigational'],,
DB17312,,Dotamtate Pb-212,['investigational'],,
DB17319,,Aroplatin,['investigational'],,
DB17327,,Zalsenertant tetraxetan lutetium Lu-177,['investigational'],,
DB17335,,Indium-111 Pentetreotide,['investigational'],,
DB17340,,ENB-003,['investigational'],,
DB17341,,NC-6300,['investigational'],,
DB17342,CHEMBL1180003,Trimethyltetradecylammonium,['investigational'],,
DB17351,,CVac,"['approved', 'investigational']",,
DB17352,,WT-1 A1,['investigational'],,
DB17374,,Tabituximab barzuxetan,['investigational'],,
DB17379,,(R)-Gossypol,['investigational'],,
DB17382,,AUM-601,['investigational'],,
DB17383,CHEMBL4077071,FN-1501,['investigational'],,
DB17384,,Tinengotinib,['investigational'],,
DB17385,CHEMBL4594352,Lipotecan,['investigational'],,
DB17386,CHEMBL4594411,Xenon Xe-129,['approved'],,
DB17387,,BR101801,['experimental'],,
DB17388,,"4-{[(2R,3S,4R,5S)-4-(4-Chloro-2-Fluoro-Phenyl)-3-(3-Chloro-2-Fluoro-Phenyl)-4-Cyano-5-(2,2-Dimethyl-Propyl)-Pyrrolidine-2-Carbonyl]-Amino}-3-Methoxy-Benzoic Acid",['experimental'],,
DB17390,,Vinblastine N-oxide,['investigational'],,
DB17394,,fb-PMT,['investigational'],,
DB17395,,3D-185 free base,['investigational'],,
DB17396,,EQ101,['investigational'],,
DB17398,,AVA-6000,['investigational'],,
DB17399,,JBI-802,['investigational'],,
DB17408,,Borocaptate,['investigational'],,
DB17410,,Vodudeutentan,['investigational'],,
DB17411,,TNG908,['investigational'],,
DB17414,,TK216,['investigational'],,
DB17418,,Retinamidic acid,['investigational'],,
DB17419,,S-3APG,['investigational'],,
DB17421,,Trotabresib,['investigational'],,
DB17428,,YK-4-279,['investigational'],,
DB17456,CHEMBL4802161,Dalpiciclib,['investigational'],,
DB17471,,AL-034,['investigational'],,
DB17472,CHEMBL4650485,Pirtobrutinib,"['approved', 'investigational']",,
DB17476,,KF-0210,['investigational'],,
DB17478,,JAB-21822,['investigational'],,
DB17481,,GFH-925,['investigational'],,
DB17486,,LY-3499446,['investigational'],,
DB17487,,GDC-1971,['investigational'],,
DB17488,,Divarasib,['investigational'],,
DB17489,,PF-07799933,['investigational'],,
DB17490,CHEMBL3679680,NT-219,['investigational'],,
DB17491,,CGX-1321,['investigational'],,
DB17493,,Bioymifi,['investigational'],,
DB17494,,Iruplinalkib,['investigational'],,
DB17499,,GB1211,['investigational'],,
DB17503,,PP-F11N lutetium Lu-177,['investigational'],,
DB17506,CHEMBL4740383,Etrumadenant,['investigational'],,
DB17507,,COTI-2,['investigational'],,
DB17508,,Hafnium oxide,['investigational'],,
DB17510,,PXS-5505,['investigational'],,
DB17511,,SB 11285,['investigational'],,
DB17514,,Inobrodib,['investigational'],,
DB17516,,BMX-001 free base,['investigational'],,
DB17520,,Vimseltinib,['investigational'],,
DB17521,CHEMBL4283683,Domatinostat,['withdrawn'],,
DB17524,,KHK2455,['investigational'],,
DB17525,,Zanzalintinib,['investigational'],,
DB17536,CHEMBL4650367,Sirpiglenastat,['investigational'],,
DB17537,CHEMBL97485,6-diazo-5-oxo-L-norleucine,['investigational'],,
DB17543,,PLX51107,['investigational'],,
DB17545,,Jaktinib,['investigational'],,
DB17546,,APR-548,['investigational'],,
DB17549,CHEMBL4091801,Alrizomadlin,['investigational'],,
DB17553,,FT-1101,['investigational'],,
DB17554,,FF-10501-01,['investigational'],,
DB17556,,S65487,['investigational'],,
DB17557,,Sovleplenib,['investigational'],,
DB17559,,S64315,['investigational'],,
DB17560,CHEMBL3909517,Rineterkib,['investigational'],,
DB17567,,INCB052793,['investigational'],,
DB17568,CHEMBL3977543,Belvarafenib,['investigational'],,
DB17569,,"2-O, 3-O desulfated heparin",['investigational'],,
DB17570,CHEMBL3657311,Ifebemtinib,['investigational'],,
DB17571,,Uzansertib,['investigational'],,
DB17574,,JNJ-75276617,['investigational'],,
DB17575,,Utidelone,['investigational'],,
DB17576,CHEMBL3661754,Denifanstat,['investigational'],,
DB17578,CHEMBL3392776,TTI-101,['investigational'],,
DB17582,,Exarafenib,['investigational'],,
DB17583,,OKI-179,['investigational'],,
DB17584,CHEMBL4648616,Mezigdomide,['investigational'],,
DB17587,,KIN-3248,['investigational'],,
DB17589,CHEMBL292008,Loxoribine,"['experimental', 'investigational']",,
DB17591,,Picibanil,['investigational'],,
DB17602,CHEMBL1097,Acecainide,['investigational'],,
DB17603,,Emprumapimod,['investigational'],,
DB17605,,CY-1503,['investigational'],,
DB17608,,Propagermanium,['investigational'],,
DB17609,,NDI-5001,['investigational'],,
DB17614,,Ergothioneine,['investigational'],,
DB17615,,PXL-770 free acid anhydrous,['investigational'],,
DB17619,CHEMBL1651553,Sinbaglustat,['investigational'],,
DB17620,,PPI-1040,['investigational'],,
DB17621,,6-[18F]-Fluoro-L-m-tyrosine,['investigational'],,
DB17622,CHEMBL4594430,KL1333,['investigational'],,
